Spec	FinalStatus	Verdict	BugType	BugFile	BugLine	BugFunc	CWE	Time	Tokens	UniqueBugID	IsDuplicate
reproducer_002.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_003.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
target_0023_reproducer_001	NOT_REPRODUCIBLE	NOT_REPRODUCIBLE			0			0	0		
reproducer_002.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_001.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_002.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_003.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_004.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_005.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
target_0027_reproducer_001	SE_DETECTED	CONCRETE_CONFIRMED	SEGV		0			0	0		true
target_0027_reproducer_002	SE_DETECTED	CONCRETE_CONFIRMED	SEGV		0			0	0		true
reproducer_003.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
target_0024_reproducer_001	SE_DETECTED	CONCRETE_CONFIRMED	SEGV		0			0	0		true
target_0024_reproducer_002	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	hashtab.c:118	24	hashtab_insert		0	0	BUG-007	
reproducer_001.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_002.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_003.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
reproducer_004.c	REPRODUCER_BUILD_FAIL	REPRODUCER_BUILD_FAIL			0			0	0		
target_0026_reproducer_005	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	context.c:40	27	context_new		0	0	BUG-004	
target_0000_reproducer_001	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	module_to_cil.c:1650	5	filename_trans_to_cil		0	0	BUG-015	
target_0000_reproducer_002	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	module_to_cil.c:1306	9	cond_expr_to_cil		0	0	BUG-014	
